"gene","n","spearman_rho","p_value","p_adj_BH","abs_rho","direction"
"CLIP2",266,-0.109395069186641,0.0748918189109177,0.122074073399913,0.109395069186641,"Negative"
"ARL15",266,0.10937147830356,0.0749549534970736,0.122163653752213,0.10937147830356,"Positive"
"UBQLN4",266,0.109331310043181,0.0750625523641211,0.122325675768256,0.109331310043181,"Positive"
"NANOS1",266,-0.109318413670121,0.0750971245095858,0.122368667435504,0.109318413670121,"Negative"
"AVL9",266,0.109307081568666,0.0751275138803294,0.122399844510373,0.109307081568666,"Positive"
"MGA",266,0.109305168794362,0.0751326443644235,0.122399844510373,0.109305168794362,"Positive"
"ATP12A",266,0.10929962342593,0.0751475198778002,0.122410729413854,0.10929962342593,"Positive"
"SHOX2",266,-0.10929241696567,0.0751668548613502,0.122428875356924,0.10929241696567,"Negative"
"CYP1A1",266,0.109274493067052,0.0752149623223242,0.122493875736749,0.109274493067052,"Positive"
"TMEM206",266,0.109243960016641,0.0752969700998861,0.122614065437345,0.109243960016641,"Positive"
"ZNF225",266,0.10923822169373,0.0753123905833867,0.12262580958313,0.10923822169373,"Positive"
"METTL9",266,0.10922993300508,0.0753346691406125,0.122648716465956,0.10922993300508,"Positive"
"ENKD1",266,-0.109217181176388,0.075368954289331,0.122691163575059,0.109217181176388,"Negative"
"NPPC",266,-0.109212384533273,0.075381854040461,0.122698792494056,0.109212384533273,"Negative"
"DNER",266,-0.109200153161302,0.0754147563343078,0.122738974275871,0.109200153161302,"Negative"
"APOPT1",266,0.109161073130144,0.0755199594316927,0.122896805441183,0.109161073130144,"Positive"
"UBTD2",266,0.109150234075755,0.0755491591583527,0.122930932215078,0.109150234075755,"Positive"
"LPXN",266,-0.109133019107021,0.0755955540259296,0.12299302783635,0.109133019107021,"Negative"
"CPEB2",266,-0.109096038803815,0.0756952952538964,0.12314189434803,0.109096038803815,"Negative"
"XRCC1",266,-0.109050769811958,0.075817537610348,0.123327329525369,0.109050769811958,"Negative"
"LTN1",266,0.109016977465925,0.0759088933108855,0.123462488532533,0.109016977465925,"Positive"
"CCDC149",266,0.109008688777275,0.0759313149457784,0.123485512080882,0.109008688777275,"Positive"
"RBMS3",266,-0.108994661765714,0.0759692714900778,0.123520932631005,0.108994661765714,"Negative"
"RALY",266,-0.108994024174279,0.0759709971531838,0.123520932631005,0.108994024174279,"Negative"
"FOXJ2",266,0.108991473808541,0.0759779001235895,0.123520932631005,0.108991473808541,"Positive"
"L3MBTL1",266,-0.108969795699765,0.0760365959169765,0.123602906028695,0.108969795699765,"Negative"
"CTD-2132N18",266,0.108963912267417,0.076052532282238,0.123615360653286,0.108963912267417,"Positive"
"SOX14",266,-0.108960609167049,0.0760614805282503,0.123616455353735,0.108960609167049,"Negative"
"VTI1A",266,-0.108936003353731,0.0761281656509588,0.123711374595853,0.108936003353731,"Negative"
"KIAA0753",266,-0.108914325244955,0.0761869555775923,0.123793444569681,0.108914325244955,"Negative"
"C19ORF25",266,0.10887479457601,0.0762942555261765,0.123943644236145,0.10887479457601,"Positive"
"POLR3F",266,0.108874156984575,0.0762959871742145,0.123943644236145,0.108874156984575,"Positive"
"CHSY3",266,-0.108870969027402,0.0763046458924933,0.123944232357068,0.108870969027402,"Negative"
"PHLDA2",266,0.10885120369293,0.0763583477334799,0.124017977472326,0.10885120369293,"Positive"
"PRTN3",266,-0.108841967403326,0.0763834529692901,0.124045266214613,0.108841967403326,"Negative"
"CALM3",266,0.108826975218415,0.076424217600844,0.124097976819457,0.108826975218415,"Positive"
"OPN1SW",266,-0.108823787261242,0.0764328881175862,0.12409856706756,0.108823787261242,"Negative"
"KIFC2",266,-0.1088193241212,0.0764450281809774,0.124104789827822,0.1088193241212,"Negative"
"LEF1",266,-0.108814860981158,0.0764571698077683,0.124111013773579,0.108814860981158,"Negative"
"SP8",266,-0.108804108721833,0.076486426917368,0.124145016483981,0.108804108721833,"Negative"
"PSMD2",266,0.108795095646685,0.0765109586654779,0.124171342911849,0.108795095646685,"Positive"
"GARIN1A",266,-0.10878236115767,0.0765456302148305,0.124214117942576,0.10878236115767,"Negative"
"EIF4E3",266,0.108759390526348,0.0766082034022168,0.124302156036246,0.108759390526348,"Positive"
"PRDM2",266,-0.10874727628909,0.0766412199083135,0.124342222438129,0.10874727628909,"Negative"
"IQGAP2",266,0.108702007297234,0.0767646994832583,0.124529030902421,0.108702007297234,"Positive"
"EXD3",266,0.108694993791453,0.0767838445405506,0.124546563907849,0.108694993791453,"Positive"
"DIAPH1",266,0.108679691597023,0.0768256290083324,0.124595757531577,0.108679691597023,"Positive"
"ZNF770",266,0.108677778822719,0.0768308533623995,0.124595757531577,0.108677778822719,"Positive"
"SLC2A13",266,-0.108654187939639,0.0768953107413966,0.124686752107427,0.108654187939639,"Negative"
"CAPN1",266,-0.108564287547361,0.0771413474658782,0.125072128260555,0.108564287547361,"Negative"
"PEX16",266,0.108560461998754,0.0771518312462608,0.125075551490818,0.108560461998754,"Positive"
"ENGASE",266,-0.108542609438585,0.0772007708198588,0.125141310251505,0.108542609438585,"Negative"
"EIF4ENIF1",266,0.10851838096407,0.0772672290398307,0.125235449129438,0.10851838096407,"Positive"
"MAGI1",266,0.108496702855294,0.0773267309387004,0.125318293935045,0.108496702855294,"Positive"
"HMGB3",266,-0.108462272917826,0.0774213102453888,0.125457962225389,0.108462272917826,"Negative"
"RFPL2",266,0.108444278394795,0.0774707786133127,0.125524507777037,0.108444278394795,"Positive"
"PAXIP1",266,-0.108434218894703,0.0774984441300592,0.125553465384907,0.108434218894703,"Negative"
"DEF6",266,-0.108431668528965,0.0775054593868136,0.125553465384907,0.108431668528965,"Negative"
"CKMT1B",266,-0.10840840774258,0.077569466260882,0.125643527753585,0.10840840774258,"Negative"
"GIT2",266,0.108378110848459,0.0776528986317107,0.125765031728006,0.108378110848459,"Positive"
"RAD51B",266,0.10836854697694,0.077679250955116,0.12579407371474,0.10836854697694,"Positive"
"CD247",266,-0.108310526156392,0.0778392769977328,0.126039557670619,0.108310526156392,"Negative"
"CYFIP2",266,0.1082811969504,0.0779202707953394,0.126157031040596,0.1082811969504,"Positive"
"HECTD3",266,-0.108273545853185,0.0779414108300824,0.126177583050564,0.108273545853185,"Negative"
"ITGA8",266,0.108245491830063,0.0780189640215967,0.126289446691801,0.108245491830063,"Positive"
"PFKFB1",266,-0.108223176129852,0.0780806986611654,0.12637055953888,0.108223176129852,"Negative"
"FCGBP",266,-0.108221263355548,0.0780859920411942,0.12637055953888,0.108221263355548,"Negative"
"ABTB3",266,-0.108215525032637,0.0781018739242968,0.126382570900679,0.108215525032637,"Negative"
"THADA",266,0.108170893632215,0.07822548896045,0.126568891972291,0.108170893632215,"Positive"
"CBX1",266,0.108154316254915,0.0782714434305175,0.126616408912211,0.108154316254915,"Positive"
"TBC1D2B",266,-0.108153678663481,0.0782732113463947,0.126616408912211,0.108153678663481,"Negative"
"COL6A3",266,-0.108151128297742,0.0782802833330999,0.126616408912211,0.108151128297742,"Negative"
"EMG1",266,0.108133275737574,0.0783298017211665,0.126682787475642,0.108133275737574,"Positive"
"EED",266,-0.108100120982975,0.0784218316987275,0.126817898219018,0.108100120982975,"Negative"
"CPT1A",266,0.108083543605675,0.0784678794894106,0.126878628822633,0.108083543605675,"Positive"
"DCAF11",266,0.108059315131161,0.0785352194615771,0.126973770945509,0.108059315131161,"Positive"
"C19ORF81",266,0.108047866028221,0.078567057056529,0.12701149933638,0.108047866028221,"Positive"
"ZNF250",266,-0.108028073150865,0.0786221215999086,0.127086764183189,0.108028073150865,"Negative"
"NOSTRIN",266,-0.108019146870781,0.078646965067406,0.127113167926212,0.108019146870781,"Negative"
"ECM2",266,-0.108014046139304,0.0786611641859165,0.127122363887214,0.108014046139304,"Negative"
"CNTN4",266,0.108002534441773,0.078693217399996,0.127160408300545,0.108002534441773,"Positive"
"CRYBA2",266,-0.107994170982688,0.0787165112736818,0.127184291792941,0.107994170982688,"Negative"
"IQCC",266,-0.107987904890486,0.0787339672243638,0.127198738657378,0.107987904890486,"Negative"
"DLG2",266,0.107975790653228,0.0787677236967385,0.127239513873873,0.107975790653228,"Positive"
"UBB",266,0.10795666291019,0.0788210472268067,0.127311885016895,0.10795666291019,"Positive"
"FGF12",266,0.107890990992427,0.0790043469541049,0.1275941555835,0.107890990992427,"Positive"
"PBX2",266,-0.107882702303777,0.0790275063538255,0.127617762125154,0.107882702303777,"Negative"
"SRSF12",266,0.10787058806652,0.0790613645836796,0.127658638728447,0.10787058806652,"Positive"
"PNN",266,-0.107845084409136,0.0791326834148873,0.127759986764833,0.107845084409136,"Negative"
"MADCAM1",266,-0.107829782214706,0.0791754996802685,0.127815300380758,0.107829782214706,"Negative"
"DRAP1",266,0.107797902642976,0.0792647604020073,0.127945570572187,0.107797902642976,"Positive"
"FOXN2",266,0.107785788405719,0.0792987008036038,0.127986526718349,0.107785788405719,"Positive"
"POGZ",266,0.107759009565465,0.0793737686518558,0.128093845726485,0.107759009565465,"Positive"
"STX3",266,0.107746257736774,0.0794095354342777,0.128137724114568,0.107746257736774,"Positive"
"ZNF569",266,0.107583034329517,0.0798685020579489,0.128864407845739,0.107583034329517,"Positive"
"ZNF41",266,0.107571557683694,0.0799008536440367,0.128902683864823,0.107571557683694,"Positive"
"TAF3",266,-0.107535214971922,0.080003370199121,0.12905413534226,0.107535214971922,"Negative"
"CBFA2T3",266,-0.107500785034454,0.0801005891562762,0.129197009437013,0.107500785034454,"Negative"
"FZD9",266,-0.10740723029853,0.0803652394433384,0.129609879309514,0.10740723029853,"Negative"
"PXYLP1",266,0.107368803607492,0.0804741463755889,0.129771510438787,0.107368803607492,"Positive"
"MED16",266,0.107363065284581,0.0804904198563479,0.129772652369366,0.107363065284581,"Positive"
"RP11-111M22",266,-0.107362427693146,0.0804922281849216,0.129772652369366,0.107362427693146,"Negative"
"ATP1B3",266,0.107343937541543,0.0805446839877251,0.12984321075781,0.107343937541543,"Positive"
"DAZAP1",266,-0.107319071475594,0.0806152715220465,0.12994298028354,0.107319071475594,"Negative"
"CDK14",266,0.10730887001264,0.0806442449576025,0.129967474489977,0.10730887001264,"Positive"
"HS6ST1",266,0.107307594829771,0.0806478672282007,0.129967474489977,0.107307594829771,"Positive"
"DHRS3",266,0.107284641538126,0.0807130905676883,0.130058554631722,0.107284641538126,"Positive"
"M6PR",266,0.107262963429349,0.0807747294899378,0.130143839932073,0.107262963429349,"Positive"
"ACTG1",266,0.1072380973634,0.0808454797541369,0.130243785403543,0.1072380973634,"Positive"
"BICDL2",266,0.107217056846058,0.0809053844319194,0.130326238735006,0.107217056846058,"Positive"
"STX4",266,-0.107211956114582,0.0809199121732285,0.130327385764673,0.107211956114582,"Negative"
"CSF1R",266,-0.107210680931712,0.0809235444375866,0.130327385764673,0.107210680931712,"Negative"
"ZNF518A",266,-0.107203029834497,0.0809453407878418,0.130348436566732,0.107203029834497,"Negative"
"VPS54",266,0.107168599897029,0.0810434830185042,0.130492411383211,0.107168599897029,"Positive"
"PSMD4",266,0.107112491850784,0.0812036242853524,0.130736172346037,0.107112491850784,"Positive"
"ING2",266,-0.107070410816101,0.0813238977522578,0.130915701349243,0.107070410816101,"Negative"
"LAMP3",266,-0.107061484536017,0.0813494287774081,0.13094269114381,0.107061484536017,"Negative"
"UBE4A",266,0.107055746213105,0.0813658449944468,0.130955005211381,0.107055746213105,"Positive"
"ANGPTL3",266,-0.10705063767638,0.0813804617657599,0.130964420803478,0.10705063767638,"Negative"
"KLRG1",266,-0.107010477221249,0.081495444452447,0.131135334411364,0.107010477221249,"Negative"
"RHOA",266,0.106988161521038,0.0815593927692164,0.131224100008543,0.106988161521038,"Positive"
"NBL1",266,0.106975409692346,0.0815959528370034,0.131268785206978,0.106975409692346,"Positive"
"RNASEH1",266,0.10694544289492,0.0816819210403813,0.131392938346318,0.10694544289492,"Positive"
"EXOSC9",266,0.10690654981741,0.0817936057303817,0.131558427649243,0.10690654981741,"Positive"
"GPM6A",266,0.106902856324421,0.0818042183020151,0.131561332459232,0.106902856324421,"Positive"
"ZC3H12B",266,-0.106811565719191,0.0820668781987106,0.131969547191662,0.106811565719191,"Negative"
"ARHGAP35",266,0.106794333724921,0.0821165340400212,0.132016198559719,0.106794333724921,"Positive"
"ABCB7",266,0.106793058542052,0.0821202095788704,0.132016198559719,0.106793058542052,"Positive"
"CHAF1B",266,-0.106790508176313,0.0821275610545401,0.132016198559719,0.106790508176313,"Negative"
"PPHLN1",266,0.106789232993444,0.082131236991367,0.132016198559719,0.106789232993444,"Positive"
"ALB",266,-0.106778096752163,0.0821633447859872,0.132053599543611,0.106778096752163,"Negative"
"ATRIP",266,0.106774568390448,0.0821735198010111,0.132055745730132,0.106774568390448,"Positive"
"RASSF1",266,-0.106770742841841,0.0821845529852519,0.13205927041483,0.106770742841841,"Negative"
"UCP3",266,-0.106751615098803,0.0822397368242196,0.132133730739623,0.106751615098803,"Negative"
"TCTEX1D2",266,0.106730574581461,0.0823004735482408,0.132217095853013,0.106730574581461,"Positive"
"CD5L",266,-0.10672464215658,0.0823176049488547,0.132230397885047,0.10672464215658,"Negative"
"NFATC1",266,0.10669295668682,0.0824091535705127,0.132363223867314,0.10669295668682,"Positive"
"ENPP3",266,0.106671916169478,0.0824699911337336,0.132446699370764,0.106671916169478,"Positive"
"ZW10",266,-0.106626009586187,0.0826028532990674,0.132645815912584,0.106626009586187,"Negative"
"ARHGDIG",266,0.106603761855643,0.0826673043901581,0.13273504517246,0.106603761855643,"Positive"
"RAPGEF3",266,-0.106587754100111,0.0827137035041492,0.132795273148682,0.106587754100111,"Negative"
"COLQ",266,-0.106584566142938,0.0827229464299269,0.132795841039832,0.106584566142938,"Negative"
"ANKRD42",266,0.106563525625597,0.0827839706173819,0.132879524772007,0.106563525625597,"Positive"
"EFNA2",266,-0.106553979809718,0.0828116684771121,0.132909702984484,0.106553979809718,"Negative"
"UQCRC1",266,0.106516981450871,0.0829190924002954,0.133067818387368,0.106516981450871,"Positive"
"USF3",266,0.106451309533108,0.0831100458712396,0.133351564702094,0.106451309533108,"Positive"
"GLG1",266,0.106450034350239,0.0831137572087286,0.133351564702094,0.106450034350239,"Positive"
"DNAJB11",266,0.10643919529585,0.0831453089680886,0.13337353921124,0.10643919529585,"Positive"
"LAMA3",266,0.10643919529585,0.0831453089680886,0.13337353921124,0.10643919529585,"Positive"
"BOK",266,0.10642389310142,0.0831898690536065,0.133430690765711,0.10642389310142,"Positive"
"UGGT1",266,0.106413054047032,0.0832214440847303,0.133458636400534,0.106413054047032,"Positive"
"RING1",266,-0.106411778864163,0.0832251594288358,0.133458636400534,0.106411778864163,"Negative"
"HIST1H2BF",266,0.106402214992644,0.0832530287684395,0.133488998258207,0.106402214992644,"Positive"
"SNRPG",266,0.106398389444036,0.0832641786088269,0.133492548211769,0.106398389444036,"Positive"
"COMMD3",266,0.106389463163952,0.0832901995804794,0.133519936852965,0.106389463163952,"Positive"
"PTMS",266,0.106326979203361,0.083472529822161,0.133797867276101,0.106326979203361,"Positive"
"ARSB",266,-0.106311039417496,0.0835190940586854,0.133858142489293,0.106311039417496,"Negative"
"GRM8",266,-0.10629907328985,0.0835540639553245,0.133899824225337,0.10629907328985,"Negative"
"ATRX",266,0.106275971888594,0.0836216090069573,0.133991275811456,0.106275971888594,"Positive"
"RASGRP1",266,-0.106273421522855,0.0836290685900001,0.133991275811456,0.106273421522855,"Negative"
"LLGL2",266,-0.10621858865948,0.0837895792605475,0.134231625934844,0.10621858865948,"Negative"
"CTDP1",266,-0.106216038293742,0.0837970509049038,0.134231625934844,0.106216038293742,"Negative"
"ATP5O",266,0.106168218936147,0.0839372435739929,0.134441779966965,0.106168218936147,"Positive"
"KCNA3",266,-0.106138561974047,0.0840242841071313,0.134566764609395,0.106138561974047,"Negative"
"B4GALT2",266,0.106086607232518,0.0841769417267483,0.13479135661701,0.106086607232518,"Positive"
"NTNG2",266,-0.106084694458215,0.0841825662518715,0.13479135661701,0.106084694458215,"Negative"
"WDR13",266,0.106027311229101,0.0843514426853701,0.135047283493382,0.106027311229101,"Positive"
"ABCA9",266,-0.106012076627084,0.0843963232402717,0.135104658474756,0.106012076627084,"Negative"
"SIT1",266,-0.106000870315621,0.0844293488678892,0.135143045402057,0.106000870315621,"Negative"
"FOXK2",266,0.105957176171295,0.0845582172774535,0.135334819788716,0.105957176171295,"Positive"
"CMKLR2",266,-0.10593592203489,0.0846209598998102,0.135420730577747,0.10593592203489,"Negative"
"ASAH2B",266,0.105895329802139,0.0847408930146535,0.135598136326683,0.105895329802139,"Positive"
"TGFB1",266,-0.105881302790578,0.0847823687533723,0.1356499739538,0.105881302790578,"Negative"
"DNAJC6",266,-0.105878114833405,0.0847917973342495,0.135650531203293,0.105878114833405,"Negative"
"URB1",266,0.105853248767456,0.0848653692109727,0.135753694254494,0.105853248767456,"Positive"
"NKIRAS2",266,0.105829657884376,0.0849352156194158,0.13585087646022,0.105829657884376,"Positive"
"KIAA0355",266,0.105825832335768,0.084946546418804,0.135854454228724,0.105825832335768,"Positive"
"GNAI2",266,-0.105816268464249,0.0849748787353561,0.135885218735547,0.105816268464249,"Negative"
"TMEM151A",266,-0.105810435878121,0.0849921611034947,0.135898308329777,0.105810435878121,"Negative"
"ZBTB32",266,-0.105802258317343,0.0850163965578099,0.135922511577175,0.105802258317343,"Negative"
"MRPL27",266,0.105798415904081,0.085027786057034,0.135926173986734,0.105798415904081,"Positive"
"EPHX4",266,0.10577616764587,0.0850937574101232,0.136017081312843,0.10577616764587,"Positive"
"PDZD2",266,-0.105749958955051,0.0851715251736485,0.136126822998731,0.105749958955051,"Negative"
"SLC22A15",266,-0.105739119900663,0.0852037040663026,0.136158196943779,0.105739119900663,"Negative"
"MT1E",266,-0.105737207126359,0.0852093837089091,0.136158196943779,0.105737207126359,"Negative"
"ZNF746",266,0.105709153103237,0.0852927201086528,0.136276785636702,0.105709153103237,"Positive"
"PARP3",266,-0.105677273531507,0.0853875000812593,0.13641363102491,0.105677273531507,"Negative"
"TPPP",266,0.105669622434292,0.0854102598674704,0.136435401214728,0.105669622434292,"Positive"
"KRABD3",266,-0.105660058562773,0.0854387164572335,0.136466265920519,0.105660058562773,"Negative"
"BCL2",266,-0.10560267533366,0.0856096160653492,0.136724615608323,0.10560267533366,"Negative"
"C10ORF76",266,0.105573983719103,0.0856951688313236,0.136846619686921,0.105573983719103,"Positive"
"UBN1",266,-0.105563782256149,0.0857256041439739,0.136880590028519,0.105563782256149,"Negative"
"C22ORF23",266,0.105515962898554,0.0858683854744029,0.13708591057949,0.105515962898554,"Positive"
"ZNF837",266,0.105512774941381,0.0858779110192487,0.13708591057949,0.105512774941381,"Positive"
"AREL1",266,0.105511499758512,0.0858817214748945,0.13708591057949,0.105511499758512,"Positive"
"MURC",266,-0.105464972394679,0.0860208457955067,0.137293313604602,0.105464972394679,"Negative"
"OXA1L",266,0.105447103023618,0.0860743261927823,0.137363995192178,0.105447103023618,"Positive"
"BCS1L",266,0.105373142417205,0.0862959635124916,0.137702990697833,0.105373142417205,"Positive"
"NOL12",266,0.105352101899863,0.0863590991818971,0.137789018763042,0.105352101899863,"Positive"
"TGM4",266,0.105338682756453,0.0863993849855774,0.137838574572783,0.105338682756453,"Positive"
"BCL3",266,-0.105322135102437,0.0864490837137609,0.137903135248251,0.105322135102437,"Negative"
"VASN",266,0.105316396779526,0.0864663233804345,0.137904240787555,0.105316396779526,"Positive"
"GEM",266,-0.105315759188091,0.0864682390693503,0.137904240787555,0.105315759188091,"Negative"
"SRGAP2C",266,-0.105283879616361,0.0865640669764124,0.138042335243448,0.105283879616361,"Negative"
"CNNM2",266,0.10519079126691,0.0868443725569943,0.138465903940144,0.10519079126691,"Positive"
"ANO7",266,0.105189516084041,0.0868482174120859,0.138465903940144,0.105189516084041,"Positive"
"ACOT1",266,0.105182803882184,0.0868684578940808,0.138483394779604,0.105182803882184,"Positive"
"CT62",266,0.105167826874415,0.0869136343480201,0.138540629910912,0.105167826874415,"Positive"
"CCND3",266,-0.105140421543577,0.0869963482579971,0.138645957525901,0.105140421543577,"Negative"
"PTPN7",266,-0.105139783952142,0.0869982733682169,0.138645957525901,0.105139783952142,"Negative"
"FAM216A",266,-0.105134045629231,0.0870156008987896,0.138658779928215,0.105134045629231,"Negative"
"SHANK3",266,-0.105127669714885,0.087034856958929,0.138662951642039,0.105127669714885,"Negative"
"PDGFB",266,0.10512703212345,0.0870367827530223,0.138662951642039,0.10512703212345,"Positive"
"GPRIN2",266,0.105123020141961,0.0870489014078653,0.138667470476871,0.105123020141961,"Positive"
"CBARP",266,-0.105085924226392,0.0871610180764255,0.138831266557599,0.105085924226392,"Negative"
"NDUFA9",266,0.105076662400117,0.0871890285839306,0.138861076547478,0.105076662400117,"Positive"
"PSTK",266,0.105073474442944,0.0871986715820628,0.138861630398085,0.105073474442944,"Positive"
"FAM162B",266,0.105061308745055,0.0872354784987463,0.138905437358002,0.105061308745055,"Positive"
"OVOL2",266,0.105031728945812,0.0873250232089366,0.139033200652063,0.105031728945812,"Positive"
"ARPC4",266,0.105019916762438,0.0873608019450853,0.139075343164709,0.105019916762438,"Positive"
"DOCK1",266,0.105013540848092,0.0873801192783716,0.139091273510878,0.105013540848092,"Positive"
"GBP2",266,-0.105003976976573,0.0874091017037031,0.139122583672664,0.105003976976573,"Negative"
"ECSCR",266,0.104905150304211,0.0877090385694037,0.139585099306309,0.104905150304211,"Positive"
"GNG13",266,0.104897989827613,0.0877308024966454,0.139604863495674,0.104897989827613,"Positive"
"NEK3",266,-0.104894311249823,0.0877419850424727,0.13960778725631,0.104894311249823,"Negative"
"SLC16A2",266,-0.104856055763747,0.0878583460553148,0.139778043846682,0.104856055763747,"Negative"
"EYA1",266,-0.104830475213109,0.0879362229652682,0.139887044497726,0.104830475213109,"Negative"
"ZNF713",266,-0.10479548457746,0.0880428373773421,0.140041732067729,0.10479548457746,"Negative"
"KRTAP5-1",266,-0.104786763927535,0.0880694248127531,0.140069108621071,0.104786763927535,"Negative"
"SCAF1",266,0.10478018238303,0.0880894948258429,0.140086114882187,0.10478018238303,"Positive"
"FIBP",266,0.104759779457123,0.0881517355919418,0.140170173284515,0.104759779457123,"Positive"
"DNTTIP2",266,0.104748940402735,0.0881848153362821,0.140196023225463,0.104748940402735,"Positive"
"TAF4B",266,0.1047483028113,0.0881867615134663,0.140196023225463,0.1047483028113,"Positive"
"SPAG8",266,-0.104720248788178,0.0882724274033392,0.14031727952527,0.104720248788178,"Negative"
"NFYA",266,0.104711960099528,0.0882977505420579,0.140332241025521,0.104711960099528,"Positive"
"PCDHB8",266,0.104711018731434,0.0883006269254902,0.140332241025521,0.104711018731434,"Positive"
"KLHL11",266,0.104699208270836,0.0883367205874655,0.140374669594314,0.104699208270836,"Positive"
"ZNF578",266,-0.104691854095169,0.0883592014791503,0.140395459572115,0.104691854095169,"Negative"
"AZIN1",266,0.104671154247714,0.0884225032155797,0.14048109917447,0.104671154247714,"Positive"
"CARD14",266,0.104666691107672,0.0884361566057309,0.14048785022682,0.104666691107672,"Positive"
"ARHGAP12",266,0.104659677601891,0.0884576153469851,0.140506997944563,0.104659677601891,"Positive"
"TXK",266,-0.104652026504676,0.0884810296421762,0.14051796585106,0.104652026504676,"Negative"
"USP36",266,0.104650751321807,0.0884849325075794,0.14051796585106,0.104650751321807,"Positive"
"ZNF879",266,-0.104648200956068,0.0884927386523043,0.14051796585106,0.104648200956068,"Negative"
"IGF1",266,0.104634173944507,0.0885356823143924,0.140571214591849,0.104634173944507,"Positive"
"SCART1",266,-0.104621422115815,0.0885747364984259,0.140618277210413,0.104621422115815,"Negative"
"LRRC75B",266,0.104585079404043,0.0886861166681705,0.14077449186687,0.104585079404043,"Positive"
"RNF187",266,0.10458316662974,0.0886919818897504,0.14077449186687,0.10458316662974,"Positive"
"CSTF2T",266,0.104553199832313,0.0887839109463288,0.140905433509742,0.104553199832313,"Positive"
"LHFPL2",266,-0.104530884132103,0.0888524183361734,0.140999179681761,0.104530884132103,"Negative"
"RALGPS2",266,0.104493903828896,0.0889660381036601,0.141164486800911,0.104493903828896,"Positive"
"BRF2",266,0.104456923525689,0.0890797742320324,0.141329943421021,0.104456923525689,"Positive"
"PDLIM4",266,-0.104447997245605,0.0891072452222601,0.141358515065875,0.104447997245605,"Negative"
"MAP3K4",266,-0.104442896514128,0.0891229459773161,0.141368410485785,0.104442896514128,"Negative"
"ABO",266,-0.1044293113727,0.0891647737266569,0.141419742510089,0.1044293113727,"Negative"
"TNRC18",266,0.104421855996787,0.0891877350156699,0.14144114367294,0.104421855996787,"Positive"
"EIF2S2",266,0.104407191393791,0.0892329133159588,0.141492097757828,0.104407191393791,"Positive"
"NFAT5",266,0.104405278619487,0.0892388074887381,0.141492097757828,0.104405278619487,"Positive"
"HAGH",266,0.104400815479445,0.089252561771146,0.141498887859403,0.104400815479445,"Positive"
"MAD2L1",266,-0.10439188919936,0.0892800754293036,0.141527487992187,0.10439188919936,"Negative"
"RUNX2",266,-0.104370211090584,0.0893469225925492,0.141618427226535,0.104370211090584,"Negative"
"RASL10B",266,-0.104358734444761,0.0893823284901952,0.141659516795568,0.104358734444761,"Negative"
"GRB7",266,-0.104312827861471,0.0895240644466089,0.141869099264654,0.104312827861471,"Negative"
"BAX",266,-0.104276485149698,0.0896363996538586,0.142008174802275,0.104276485149698,"Negative"
"LAT2",266,-0.104276485149698,0.0896363996538586,0.142008174802275,0.104276485149698,"Negative"
"BDP1",266,0.104275209966829,0.0896403432884031,0.142008174802275,0.104275209966829,"Positive"
"AMY2B",266,-0.104245880760838,0.0897310852261542,0.142136855285072,0.104245880760838,"Negative"
"MEOX1",266,0.104190672783887,0.0899020932336036,0.142392638975488,0.104190672783887,"Positive"
"SETD1A",266,-0.104178296068771,0.0899404661707146,0.142438314865293,0.104178296068771,"Negative"
"NAGLU",266,0.104138765399826,0.0900631154023905,0.142617434915869,0.104138765399826,"Positive"
"CCNB1IP1",266,-0.104129201528307,0.0900928087027023,0.142649334309451,0.104129201528307,"Negative"
"ARPC5L",266,0.104113899333876,0.0901403342775166,0.1427094588567,0.104113899333876,"Positive"
"SNX5",266,0.104078194213539,0.0902513053032796,0.142870006350079,0.104078194213539,"Positive"
"BST1",266,-0.104064804793412,0.0902929476082469,0.142915058130257,0.104064804793412,"Negative"
"ABHD15",266,-0.104062892019109,0.0902988977636717,0.142915058130257,0.104062892019109,"Negative"
"CDC26",266,0.104055240921893,0.0903227015225841,0.142937588776047,0.104055240921893,"Positive"
"SVEP1",266,-0.10404503945894,0.0903544476768892,0.142972682326559,0.10404503945894,"Negative"
"SSC4D",266,-0.10394238723797,0.0906743904397529,0.143463749076411,0.10394238723797,"Negative"
"METTL13",266,0.10392580986067,0.0907261430898896,0.143530430119651,0.10392580986067,"Positive"
"ZNF764",266,0.103885004008856,0.0908536348746135,0.143716905060552,0.103885004008856,"Positive"
"FAM173A",266,0.103853124437126,0.0909533374813827,0.14385938683265,0.103853124437126,"Positive"
"ALS2",266,-0.103839097425565,0.0909972343347098,0.143910970969033,0.103839097425565,"Negative"
"TRAK1",266,-0.103836547059827,0.0910052174003921,0.143910970969033,0.103836547059827,"Negative"
"SEPHS2",266,0.103803392305228,0.0911090482186207,0.144059914409185,0.103803392305228,"Positive"
"MYO1E",266,0.103786814927928,0.0911609991316917,0.144126803474266,0.103786814927928,"Positive"
"CABLES2",266,-0.103733257247422,0.0913290024050482,0.144377139357568,0.103733257247422,"Negative"
"UPK2",266,0.103718694652632,0.0913747260832539,0.144422527671694,0.103718694652632,"Positive"
"GCLC",266,-0.103717955052992,0.0913770487685155,0.144422527671694,0.103717955052992,"Negative"
"POT1",266,0.103714129504384,0.0913890635154676,0.144426237158317,0.103714129504384,"Positive"
